descricao_produto;cod_prod;subgrupo;CB_DIEESE;CB_ACT;CB_MDS;Alim_desc1;Alim_desc2;IS_UPP;IS;IBS/CBS - 25% - Tax Burden;IBS/CBS - 25% - % General Tax Regime;IBS/CBS - 25% Impacts;IBS/CBS - 25% Value;IBS/CBS - 25% - % Simples Tax Regime;IBS/CBS - 25% Simples Impacts;IBS/CBS - 25% Simples Value;IBS/CBS - 26.9% - Tax Burden;IBS/CBS - 26.9% - % General Tax Regime;IBS/CBS - 26.9% Impacts;IBS/CBS - 26.9% Value;IBS/CBS - 26.9% - % Simples Tax Regime;IBS/CBS - 26.9% Simples Impacts;IBS/CBS - 26.9% Simples Value
ACIDO MURIATICO;8601603;Artigos de limpeza;0;0;0;0;0;0;0;0.312190575;0.903132791;-0.143986383;210572.3476;0.096867209;-0.014143683;26011.14467;0.312190575;0.903132791;-0.130974976;213773.0473;0.096867209;-0.003880826;26281.92315
ACOMPANHANTE (SERVICO DOMESTICO);1901202;Contribuições trabalhistas;0;0;0;0;0;0;0;;;;;;;;;;;;;;
ACOMPANHANTE DE QUARTO HOSPITALAR;4208201;Outras;0;0;0;0;0;0;0;;;;;;;;;;;;;;
ACORDEAO;4303801;Outras;0;0;0;0;0;0;0;0.30443358;0.868207664;-0.136044783;992202.9348;0.131792336;-0.023266554;170275.3868;0.30443358;0.868207664;-0.122912664;1007284.419;0.131792336;-0.014304368;171837.7779
ACTIVIA (IOGURTE);7901212;Bebidas adocadas;0;0;0;0;0;1;0;0.212521688;0.903132791;-0.024286595;879558.3226;0.096867209;0.032967755;99874.42944;0.212521688;0.903132791;-0.009455752;892927.6091;0.096867209;0.043795404;100921.321
ACUCAR;6906602;Açúcar;1;1;1;1;0;0;0;0.106067443;0.903132791;0.111817231;22025987.18;0.096867209;0.059606684;2251499.457;0.106067443;0.903132791;0.128716853;22360782.19;0.096867209;0.07077735;2275235.385
ACUCAR COMUM;6906603;Açúcar;1;1;1;1;0;0;0;0.106067443;0.903132791;0.111817231;5265711.486;0.096867209;0.059606684;538261.7566;0.106067443;0.903132791;0.128716853;5345750.301;0.096867209;0.07077735;543936.2604
ACUCAR COMUM ORGANICO;6908903;Açúcar;1;1;1;1;0;0;0;0.106067443;0.903132791;0.111817231;14070.96708;0.096867209;0.059606684;1438.336202;0.106067443;0.903132791;0.128716853;14284.84578;0.096867209;0.07077735;1453.499538
ACUCAR CRISTAL;6900201;Açúcar;1;1;1;1;0;0;0;0.106067443;0.903132791;0.111817231;192186796.3;0.096867209;0.059606684;19645360.91;0.106067443;0.903132791;0.128716853;195108035.6;0.096867209;0.07077735;19852467.72
ACUCAR CRISTAL ORGANICO;6908701;Açúcar;1;1;1;1;0;0;0;0.106067443;0.903132791;0.111817231;341671.0046;0.096867209;0.059606684;34925.65736;0.106067443;0.903132791;0.128716853;346864.4039;0.096867209;0.07077735;35293.85327
ACUCAR CRISTALIZADO;6900203;Açúcar;1;1;1;1;0;0;0;0.106067443;0.903132791;0.111817231;2916057.889;0.096867209;0.059606684;298079.8408;0.106067443;0.903132791;0.128716853;2960381.969;0.096867209;0.07077735;301222.2807
ACUCAR CRISTALIZADO ORGANICO;6908703;Açúcar;1;1;1;1;0;0;0;0.106067443;0.903132791;0.111817231;5178.301479;0.096867209;0.059606684;529.3266935;0.106067443;0.903132791;0.128716853;5257.011662;0.096867209;0.07077735;534.9070015
ACUCAR DE BAUNILHA;6906701;Demais alimentos;0;0;0;0;0;0;0;0.106067443;0.903132791;0.111817231;314871.4056;0.096867209;0.059606684;32186.19864;0.106067443;0.903132791;0.128716853;319657.451;0.096867209;0.07077735;32525.51442
ACUCAR DE COCO;6914901;Demais alimentos;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;502623.9495;0.096867209;0.058449145;65571.55237;0.301670591;0.903132791;-0.116565218;510263.8335;0.096867209;0.069646513;66265.23594
ACUCAR DE CONFEITEIRO;6902005;Ultraprocessados;0;0;0;0;0;1;0;0.281445614;0.903132791;-0.109531079;42522.31196;0.096867209;0.037576966;5314.269818;0.281445614;0.903132791;-0.095995952;43168.6511;0.096867209;0.048463966;5370.030936
ACUCAR DEMERARA;6900301;Demais alimentos;0;0;1;0;1;0;0;0.212521688;0.903132791;-0.024286595;7493767.858;0.096867209;0.032967755;850922.2981;0.212521688;0.903132791;-0.009455752;7607673.129;0.096867209;0.043795404;859841.7321
ACUCAR DEMERARA ORGANICO;6908801;Demais alimentos;0;0;1;0;1;0;0;0.212521688;0.903132791;-0.024286595;610859.4879;0.096867209;0.032967755;69363.499;0.212521688;0.903132791;-0.009455752;620144.5521;0.096867209;0.043795404;70090.5726
ACUCAR DIET;6915001;Açúcar;1;0;1;1;0;0;0;0.106067443;0.903132791;0.111817231;5482.399819;0.096867209;0.059606684;560.4116679;0.106067443;0.903132791;0.128716853;5565.732296;0.096867209;0.07077735;566.3196822
ACUCAR GRANULADO;6900202;Açúcar;1;0;1;1;0;0;0;0.106067443;0.903132791;0.111817231;1176433.706;0.096867209;0.059606684;120255.2162;0.106067443;0.903132791;0.128716853;1194315.499;0.096867209;0.07077735;121522.9799
ACUCAR GROSSO;6900204;Açúcar;1;0;1;1;0;0;0;0.106067443;0.903132791;0.111817231;282763.996;0.096867209;0.059606684;28904.17479;0.106067443;0.903132791;0.128716853;287062.0087;0.096867209;0.07077735;29208.89057
ACUCAR INDETERMINADO;6906601;Demais alimentos;0;0;0;0;0;0;0;0.106067443;0.903132791;0.111817231;3410885.432;0.096867209;0.059606684;348661.1807;0.106067443;0.903132791;0.128716853;3462730.891;0.096867209;0.07077735;352336.863
ACUCAR INDETERMINADO ORGANICO;6908901;Demais alimentos;0;0;0;0;0;0;0;0.106067443;0.903132791;0.111817231;84791.39282;0.096867209;0.059606684;8667.387904;0.106067443;0.903132791;0.128716853;86080.22199;0.096867209;0.07077735;8758.761897
ACUCAR LIGHT;6907001;Açúcar;1;0;1;1;0;0;0;0.106067443;0.903132791;0.111817231;597936.5324;0.096867209;0.059606684;61121.15506;0.106067443;0.903132791;0.128716853;607025.1677;0.096867209;0.07077735;61765.51113
ACUCAR MASCAVADO;6900306;Demais alimentos;0;0;0;0;0;0;0;0.281445614;0.903132791;-0.109531079;78835.13192;0.096867209;0.037576966;9852.501966;0.281445614;0.903132791;-0.095995952;80033.42593;0.096867209;0.048463966;9955.88146
ACUCAR MASCAVADO ORGANICO;6908806;Demais alimentos;0;0;0;0;0;0;0;0.281445614;0.903132791;-0.109531079;17840.70857;0.096867209;0.037576966;2229.660964;0.281445614;0.903132791;-0.095995952;18111.88734;0.096867209;0.048463966;2253.056161
ACUCAR MASCAVO;6900304;Demais alimentos;0;0;1;0;1;0;0;0.281445614;0.903132791;-0.109531079;5864396.527;0.096867209;0.037576966;732909.0077;0.281445614;0.903132791;-0.095995952;5953535.354;0.096867209;0.048463966;740599.2129
ACUCAR MASCAVO ORGANICO;6908804;Demais alimentos;0;0;1;0;1;0;0;0.281445614;0.903132791;-0.109531079;356256.6314;0.096867209;0.037576966;44523.54015;0.281445614;0.903132791;-0.095995952;361671.7322;0.096867209;0.048463966;44990.71296
ACUCAR MOIDO;6906802;Demais alimentos;0;0;0;0;0;0;0;0.106067443;0.903132791;0.111817231;6542.899185;0.096867209;0.059606684;668.8160598;0.106067443;0.903132791;0.128716853;6642.351252;0.096867209;0.07077735;675.8669031
ACUCAR ORGANICO;6908902;Demais alimentos;0;0;0;0;0;0;0;0.106067443;0.903132791;0.111817231;1702141.873;0.096867209;0.059606684;173993.1778;0.106067443;0.903132791;0.128716853;1728014.43;0.096867209;0.07077735;175827.4618
ACUCAR PRETO ORGANICO;6908805;Demais alimentos;0;0;0;0;0;0;0;0.106067443;0.903132791;0.111817231;187941.2649;0.096867209;0.059606684;19211.3821;0.106067443;0.903132791;0.128716853;190797.9721;0.096867209;0.07077735;19413.91378
ACUCAR REFINADO;6900101;Açúcar;1;1;1;1;0;0;0;0.106067443;0.903132791;0.111817231;144672528.1;0.096867209;0.059606684;14788445.83;0.106067443;0.903132791;0.128716853;146871550.5;0.096867209;0.07077735;14944349.71
ACUCAR REFINADO LIGHT;6907002;Açúcar;1;0;1;1;0;0;0;0.106067443;0.903132791;0.111817231;9387.740791;0.096867209;0.059606684;959.6161623;0.106067443;0.903132791;0.128716853;9530.434451;0.096867209;0.07077735;969.7327005
ACUCAR REFINADO ORGANICO;6908601;Açúcar;1;0;1;1;0;0;0;0.106067443;0.903132791;0.111817231;1016456.244;0.096867209;0.059606684;103902.2979;0.106067443;0.903132791;0.128716853;1031906.379;0.096867209;0.07077735;104997.6646
ACUCAR TRIFILTRADO;6900102;Açúcar;1;0;1;1;0;0;0;0.106067443;0.903132791;0.111817231;232629.4029;0.096867209;0.059606684;23779.40974;0.106067443;0.903132791;0.128716853;236165.3698;0.096867209;0.07077735;24030.09884
ACUCAR TRITURADO;6906801;Açúcar;1;0;1;1;0;0;0;0.106067443;0.903132791;0.111817231;4610603.038;0.096867209;0.059606684;471296.4804;0.106067443;0.903132791;0.128716853;4680684.204;0.096867209;0.07077735;476265.0178
ACUCAREIRO;3905701;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.353308082;0.461240217;-0.194073123;77479.55191;0.538759783;-0.042198943;107556.0326;0.353308082;0.461240217;-0.181823035;78657.2411;0.538759783;-0.034141323;108460.8611
ACUPUNTURA;4207301;Tratamento medico e ambulatorial;0;0;0;0;0;0;0;0.11157195;0.574069132;0.084282215;6827422.033;0.050389848;0.006392731;556238.1317;0.11157195;0.574069132;0.100763305;6931198.848;0.050389848;0.011568941;559099.0483
ADAPTADOR DE CARTAO DE MEMORIA;2806101;Outras;0;0;0;0;0;0;0;0.408765488;0.868207664;-0.287180972;32370.4471;0.131792336;-0.042972066;6597.213942;0.408765488;0.868207664;-0.276346123;32862.47789;0.131792336;-0.034328306;6656.799175
ADAPTADOR PARA NANISMO;3305401;Manutencao e acessorios;0;0;0;0;0;0;0;0.495504114;0.880669616;-0.382816118;71075.98186;0.119330384;-0.051213511;14805.21811;0.495504114;0.880669616;-0.373434923;72156.33678;0.119330384;-0.041211227;14961.29749
ADEGA;1708201;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.369204208;0.461240217;-0.212115387;190455.5344;0.538759783;-0.100223517;254058.434;0.369204208;0.461240217;-0.200139541;193350.4585;0.538759783;-0.092991293;256100.5052
ADEGA CLIMATIZADA;1510601;Eletrodomesticos;0;0;0;0;0;0;0;0.402792312;0.868207664;-0.279321308;289931.1179;0.131792336;-0.076902258;56372.51064;0.402792312;0.868207664;-0.268366991;294338.0709;0.131792336;-0.068695401;56873.69385
ADES ORIGINAL;7902303;Ultraprocessados;0;0;0;0;0;1;0;0.212521688;0.903132791;-0.024286595;725231.6732;0.096867209;0.032967755;82350.5363;0.212521688;0.903132791;-0.009455752;736255.1946;0.096867209;0.043795404;83213.74105
ADESIVO PLASTICO;3204201;Outras;0;0;0;0;0;0;0;0.327044274;0.711106936;-0.166076502;96495.72255;0.288893064;-0.022766579;45939.08738;0.327044274;0.327044274;-0.153400865;45053.78754;0.288893064;-0.013996982;46351.34028
ADESIVOS;2906601;Remedios;0;0;0;0;0;0;0;0.344525142;0.659436734;-0.19931455;12605.8174;0.340563266;-0.175942274;6700.25571;0.344525142;0.659436734;-0.187144131;12797.42582;0.340563266;-0.169214794;6754.955562
ADESIVOS ANTITABAGISMO;2905502;Remedios;0;0;0;0;0;0;0;0.344525142;0.659436734;-0.19931455;65825.49046;0.340563266;-0.175942274;34987.6255;0.344525142;0.659436734;-0.187144131;66826.03792;0.340563266;-0.169214794;35273.25907
ADESTRAMENTO DE ANIMAL DOMESTICO;1300501;Outras;0;0;0;0;0;0;0;0.116308946;0.917158623;0.080180299;3027871.009;0.082841377;-0.00187626;252713.4497;0.116308946;0.917158623;0.080180299;3027871.009;0.082841377;-0.00187626;252713.4497
ADICIONAIS DE CONDOMINIO (JUROS, MULTA, ETC.);1001001;Condominio;0;0;0;0;0;0;0;;;;;;;;;;;;;;
ADICIONAIS DE IPTU (JUROS, MULTA, ETC.);1001101;Impostos;0;0;0;0;0;0;0;;;;;;;;;;;;;;
ADICIONAIS DE PRESTACAO DO IMOVEL (JUROS, MULTA, ETC.);1000801;Outros;0;0;0;0;0;0;0;0.137066479;0.953313322;0.054353897;32612.01317;0.046686678;-0.007556084;1503.330558;0.137066479;0.953313322;0.070380076;33107.71577;0.046686678;-0.00377102;1509.064083
ADICIONAIS DO ALUGUEL DO IMOVEL (JUROS, MULTA, ETC.);1000201;Aluguel monetario;0;0;0;0;0;0;0;0.137066479;0.953313322;0.054353897;11314605.97;0.046686678;-0.007556084;521574.4524;0.137066479;0.953313322;0.070380076;11486587.98;0.046686678;-0.00377102;523563.6756
ADITIVOS;3302001;Manutencao e acessorios;0;0;0;0;0;0;0;0.315919855;0.880669616;-0.146197395;10288204.92;0.119330384;-0.043050771;1562460.523;0.315919855;0.880669616;-0.133219595;10444585.63;0.119330384;-0.032887047;1579055.362
ADOCANTE;6906902;Demais alimentos;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;6841600.237;0.096867209;0.058449145;892544.7121;0.301670591;0.903132791;-0.116565218;6945592.561;0.096867209;0.069646513;901986.9714
ADOCANTE ARTIFICIAL;6901801;Demais alimentos;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;6129015.014;0.096867209;0.058449145;799581.9328;0.301670591;0.903132791;-0.116565218;6222176.042;0.096867209;0.069646513;808040.7359
ADOCANTE CONCENTRADO NATURAL;6905302;Demais alimentos;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;215665.2083;0.096867209;0.058449145;28135.35351;0.301670591;0.903132791;-0.116565218;218943.3195;0.096867209;0.069646513;28432.99833
ADOCANTE CULINARIO;6901806;Demais alimentos;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;239459.5011;0.096867209;0.058449145;31239.52058;0.301670591;0.903132791;-0.116565218;243099.2855;0.096867209;0.069646513;31570.00448
ADOCANTE DIET;6907101;Demais alimentos;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;190049.5862;0.096867209;0.058449145;24793.5786;0.301670591;0.903132791;-0.116565218;192938.34;0.096867209;0.069646513;25055.87067
ADOCANTE DIETETICO;6907102;Demais alimentos;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;367246.622;0.096867209;0.058449145;47910.43311;0.301670591;0.903132791;-0.116565218;372828.7707;0.096867209;0.069646513;48417.27913
ADOCANTE EM PO;6906903;Demais alimentos;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;1652637.493;0.096867209;0.058449145;215600.5619;0.301670591;0.903132791;-0.116565218;1677757.583;0.096867209;0.069646513;217881.4072
ADOCANTE EM PO LIGHT;6914002;Demais alimentos;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;39311.49093;0.096867209;0.058449145;5128.517033;0.301670591;0.903132791;-0.116565218;39909.02559;0.096867209;0.069646513;5182.771781
ADOCANTE INDETERMINADO;6906901;Demais alimentos;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;467835.1484;0.096867209;0.058449145;61033.05854;0.301670591;0.903132791;-0.116565218;474946.2426;0.096867209;0.069646513;61678.72924
ADOCANTE LIGHT;6914001;Demais alimentos;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;122597.5376;0.096867209;0.058449145;15993.88741;0.301670591;0.903132791;-0.116565218;124461.0202;0.096867209;0.069646513;16163.08726
ADOCANTE LIQUIDO;6906904;Demais alimentos;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;3800479.798;0.096867209;0.058449145;495804.7867;0.301670591;0.903132791;-0.116565218;3858247.09;0.096867209;0.069646513;501049.9216
ADOCANTE LIQUIDO DIET;6907104;Demais alimentos;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;126439.1551;0.096867209;0.058449145;16495.05896;0.301670591;0.903132791;-0.116565218;128361.0303;0.096867209;0.069646513;16669.56072
ADOCANTE LIQUIDO DIETETICO;6907106;Demais alimentos;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;30613.14549;0.096867209;0.058449145;3993.74418;0.301670591;0.903132791;-0.116565218;31078.46531;0.096867209;0.069646513;4035.994129
ADOCANTE NATURAL CONCENTRADO;6905301;Demais alimentos;0;0;0;0;0;0;0;0.301670591;0.903132791;-0.129792374;238277.2823;0.096867209;0.058449145;31085.29013;0.301670591;0.903132791;-0.116565218;241899.097;0.096867209;0.069646513;31414.14242
ADPTADOR PARA SMART TV;1510701;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.408765488;0.868207664;-0.287180972;57813.44909;0.131792336;-0.042972066;11782.58957;0.408765488;0.868207664;-0.276346123;58692.21352;0.131792336;-0.034328306;11889.00849
ADVOGADO;4000301;Serviços profissionais;0;0;0;0;0;0;0;0.107632294;0.834046652;0.105364514;1091468386;0.165953348;-0.002817692;195918697.1;0.107632294;0.834046652;0.122166054;1108058705;0.165953348;-0.001406228;196196010.8
AEROSOL SBP;8602602;Artigos de limpeza;0;0;0;0;0;0;0;0.312190575;0.903132791;-0.143986383;1296476.669;0.096867209;-0.014143683;160148.4838;0.312190575;0.903132791;-0.130974976;1316183.114;0.096867209;-0.003880826;161815.6447
AGASALHO FEMININO (CASACO, JAQUETA, ETC.);3501901;Roupa de mulher;0;0;0;0;0;0;0;0.304819619;0.43983186;-0.137021014;39290719.69;0.56016814;-0.006594556;57603386.71;0.304819619;0.43983186;-0.123903733;39887938.63;0.56016814;0.001224182;58056762.3
AGASALHO INFANTIL (CASACO, JAQUETA, ETC.);3601901;Roupa de crianca;0;0;0;0;0;0;0;0.304819619;0.43983186;-0.137021014;26391192.37;0.56016814;-0.006594556;38691631.81;0.304819619;0.43983186;-0.123903733;26792338.5;0.56016814;0.001224182;38996159.77
AGASALHO MASCULINO (CASACO, JAQUETA, ETC.);3401301;Roupa de homem;0;0;0;0;0;0;0;0.304819619;0.43983186;-0.137021014;33125467.96;0.56016814;-0.006594556;48564626.87;0.304819619;0.43983186;-0.123903733;33628975.08;0.56016814;0.001224182;48946861.62
AGASALHO PARA ANIMAL DOMESTICO;1300708;Outras;0;0;0;0;0;0;0;0.304819619;0.43983186;-0.137021014;979.2952657;0.56016814;-0.006594556;1435.726409;0.304819619;0.43983186;-0.123903733;994.1805537;0.56016814;0.001224182;1447.026497
AGENDA (ARTIGO DE PAPELARIA);3202601;Artigos escolares;0;0;0;0;0;0;0;0.346848025;0.711106936;-0.206984963;959690.1783;0.288893064;-0.071327659;456577.3256;0.346848025;0.346848025;-0.194931135;475211.5317;0.288893064;-0.063250606;460548.3704
AGREGADO;0699901;Outras;0;0;0;0;0;0;0;0.360745141;0.977181476;-0.2017624;26759369.44;0.022818524;-0.002558244;780806.7717;0.360745141;0.977181476;-0.189629189;27166111.86;0.022818524;-0.001276745;781809.9416
AGREGADO;0899901;Outras;0;0;0;0;0;0;0;0.311783932;0.56189617;-0.143926451;334226153;0.43810383;-0.061258097;285756773.6;0.311783932;0.56189617;-0.130914133;339306390.5;0.43810383;-0.052965716;288281007.5
AGREGADO;0999901;Outras;0;0;0;0;0;0;0;0.140374219;0.231660456;0.067126237;1020035.776;0.768339544;-0.007316946;3147106.876;0.140374219;0.231660456;0.067126237;1020035.776;0.768339544;-0.007316946;3147106.876
AGREGADO;1099901;Outros;0;0;0;0;0;0;0;;;;;;;;;;;;;;
AGREGADO;1199901;Reforma e Construcao;0;0;0;0;0;0;0;0.325617108;0.56189617;-0.161510213;720187952.2;0.43810383;-0.060984005;628842727.2;0.325617108;0.56189617;-0.148765168;731134809.1;0.43810383;-0.052688095;634398354.7
AGREGADO;1299901;Outros;0;0;0;0;0;0;0;;;;;;;;;;;;;;
AGREGADO;1399901;Outras;0;0;0;0;0;0;0;0.342127797;0.711106936;-0.183257969;9231277.858;0.288893064;-0.023467516;4484002.163;0.342127797;0.711106936;-0.17084349;9371593.282;0.288893064;-0.01442792;4525509.812
AGREGADO;1599901;Eletrodomesticos;0;0;0;0;0;0;0;0.355649593;0.868207664;-0.20222722;8937711.655;0.131792336;-0.032343326;1645640.482;0.355649593;0.868207664;-0.190101074;9073564.872;0.131792336;-0.023498017;1660683.212
AGREGADO;1699901;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.345926224;0.56189617;-0.187909569;345248.1533;0.43810383;-0.04262731;317343.0443;0.345926224;0.56189617;-0.175565795;350495.9252;0.43810383;-0.034095029;320171.2639
AGREGADO;1799901;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.27130209;0.461240217;-0.08964309;19293340.94;0.538759783;-0.054521085;23405374.54;0.27130209;0.461240217;-0.075805665;19586599.72;0.538759783;-0.046622131;23600913.49
AGREGADO;1899901;Mobiliario e artigos do  lar;0;0;0;0;0;0;0;0.316921708;0.461240217;-0.146627576;9088015.798;0.538759783;-0.054521085;11761164.32;0.316921708;0.461240217;-0.133656315;9226153.638;0.538759783;-0.046622131;11859422.34
AGREGADO;1999901;Contribuições trabalhistas;0;0;0;0;0;0;0;;;;;;;;;;;;;;
AGREGADO;2199901;Fumo;0;0;0;0;0;0;1;0.795331016;1;0;1109006.227;0;0;0;0.795331016;1;0;1109006.227;0;0;0
AGREGADO;2299901;Jogos e apostas;0;0;0;0;0;0;0;0.213915708;0.611081979;-0.020937235;11936220.32;0.388918021;-0.002531803;7739518.451;0.213915708;0.611081979;-0.006055481;12117650.87;0.388918021;-0.001263549;7749359.043
AGREGADO;2399901;Urbano;0;0;0;0;0;0;0;;;;;;;;;;;;;;
AGREGADO;2499901;Outras;0;0;0;0;0;0;0;0.134599492;0.341247769;0.06483747;69121551.35;0.658752231;0.028719146;128907816.9;0.134599492;0.341247769;0.081023;70172198.93;0.658752231;0.034221003;129597249.4
AGREGADO;2599901;Comunicação;0;0;0;0;0;0;0;0.144627616;0.895489567;0.050255183;56262.66234;0.104510433;-0.002274739;6237.858683;0.144627616;0.895489567;0.066219062;57117.85481;0.104510433;-0.001135256;6244.982825
AGREGADO;2699901;Serviços bancários;0;0;0;0;0;0;0;0.156308946;0.917158623;0.034385692;59921438.59;0.082841377;-0.058082782;4928506.301;0.156308946;0.917158623;0.034385692;59921438.59;0.082841377;-0.058082782;4928506.301
AGREGADO;2799901;Periódicos, livros e revistas não didáticos;0;0;0;0;0;0;0;0.106632371;0.711106936;0.10747694;3800623.586;0.288893064;0.024561776;1428435.114;0.106632371;0.106632371;0.12431059;578576.2717;0.288893064;0.033940799;1441511.266
AGREGADO;2899901;Outras;0;0;0;0;0;0;0;0.116308946;0.917158623;0.080180299;53678593.15;0.082841377;-0.00187626;4480145.426;0.116308946;0.917158623;0.080180299;53678593.15;0.082841377;-0.00187626;4480145.426
AGREGADO;2999901;Remedios;0;0;0;0;0;0;0;0.307328565;0.659436734;-0.139542304;607130037.7;0.340563266;-0.001820069;363735507;0.307328565;0.659436734;-0.126463347;616358414.3;0.340563266;0.007226018;367031889.5
AGREGADO;3099901;Instrumentos e produtos de uso pessoal;0;0;0;0;0;0;0;0.307328565;0.659436734;-0.139542304;311111620.5;0.340563266;-0.001820069;186388971;0.307328565;0.659436734;-0.126463347;315840517.1;0.340563266;0.007226018;188078136.2
AGREGADO;3199901;Outras;0;0;0;0;0;0;0;0.127915708;0.611081979;0.077254483;64834891.02;0.388918021;-0.002531803;38207456.09;0.127915708;0.611081979;0.093628751;65820381.36;0.388918021;-0.001263549;38256035.86
